Title,Organisations,Link,Uploaded On,Opportunity Type,Status,Applied,Application Deadline,Impressions,Eligibility,Category,Region
BrahmaX 1.0 – National Level Hackathon by codecraX,"Baderia Global Institute of Engineering and Management, Jabalpur , Madhya Pradesh",https://unstop.com/hackathons/national-level-hackathon-baderia-global-institute-of-engineering-and-management-jabalpur-madhya-pradesh-1459207,2025-04-05T00:00:00+05:30,hackathons,recent,366,N/A,76986,"Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate","Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
XLR8 - Hackathon,"Sri Venkateswara College (SVC), Delhi University, Delhi",https://unstop.com/hackathons/xlr8-hackathon-amplifier-25-sri-venkateswara-college-svc-du-delhi-1459388,2025-04-06T00:00:00+05:30,hackathons,recent,261,N/A,35847,"Hackathon, All","Hackathon, All",offline
Capture The Flag,"Indian Institute of Technology (IIT), Jammu",https://unstop.com/hackathons/capture-the-flag-anhad25-iit-jammu-1459693,2025-04-06T00:00:00+05:30,hackathons,recent,514,N/A,35914,"College Festival, Coding Challenge, All","College Festival, Coding Challenge, All",online
Hack the Cosmos'25,"SRM Institute of Science and Technology (SRMIST), Kattankulathur, Chennai",https://unstop.com/hackathons/hack-the-cosmos25-srm-institute-of-science-and-technology-kattankulathur-chennai-1459640,2025-04-06T08:00:00+05:30,hackathons,recent,2581,N/A,66533,"Coding Challenge, Hackathon, Presentation, All","Coding Challenge, Hackathon, Presentation, All",online
Byte the Site : Landing Page Showdown,"Shivaji College (SC), University of Delhi",https://unstop.com/hackathons/byte-the-site-landing-page-showdown-shivaji-college-du-1459489,2025-04-06T00:00:00+05:30,hackathons,recent,49,N/A,8984,"College Festival, Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate","College Festival, Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
Project Dev-2025,"Government College of Engineering and Technology, Jammu",https://unstop.com/hackathons/project-dev-2025-government-college-of-engineering-and-technology-jammu-1459382,2025-04-06T00:00:00+05:30,hackathons,recent,196,N/A,40334,"Coding Challenge, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate","Coding Challenge, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
Hack the Model,CertifyO,https://unstop.com/hackathons/hack-the-model-certifyo-1459384,2025-04-06T00:00:00+05:30,hackathons,recent,173,N/A,22210,"Coding Challenge, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate, Fresher, Experienced Professionals, Data Science, Entrepreneurship, Startup fair","Coding Challenge, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate, Fresher, Experienced Professionals, Data Science, Entrepreneurship, Startup fair",online
Glb-Hackathon 4.0,Gl bajaj institute of management,https://unstop.com/hackathons/glb-hackathon-40-gl-bajaj-institute-of-management-1452489,2025-03-30T00:00:00+05:30,hackathons,recent,1426,N/A,75327,"All, Coding Challenge, Entrepreneurship, Robotics, Hackathon","All, Coding Challenge, Entrepreneurship, Robotics, Hackathon",offline
Analytica 2k25,"JIMS Engineering Management Technical Campus (JEMTEC), Greater Noida",https://unstop.com/hackathons/analytica-2k25-jims-engineering-management-technical-campus-jemtec-greater-noida-1459113,2025-04-05T00:00:00+05:30,hackathons,recent,3,N/A,25354,"Data Analytics, Engineering Students, MBA Students, Undergraduate, Postgraduate","Data Analytics, Engineering Students, MBA Students, Undergraduate, Postgraduate",online
Code π-racy,"Delhi Technological University (DTU), New Delhi",https://unstop.com/hackathons/code-p-racy-dtu-new-delhi-1459194,2025-04-05T00:00:00+05:30,hackathons,recent,807,N/A,23480,"Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate, Experienced Professionals","Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate, Experienced Professionals",offline
HACKP46LU CTF(Capture the Flag),"SRM Institute of Science and Technology (SRMIST), Kattankulathur, Chennai",https://unstop.com/hackathons/hackp46lu-ctfcapture-the-flag-srm-institute-of-science-and-technology-kattankulathur-chennai-1459010,2025-04-05T00:00:00+05:30,hackathons,recent,99,N/A,27757,"Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate","Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
GDG Devcation,"Indira Gandhi Delhi Technical University for Women (IGDTUW), Delhi",https://unstop.com/hackathons/hack-n-solve-hackathon-devcation25-gdg-on-campus-igdtuw-igdtuw-delhi-1457628,2025-04-03T00:00:00+05:30,hackathons,recent,1373,N/A,63977,"Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate, Hackathon","Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate, Hackathon",online
Sheradil Code4Change,"Vellore Institute of Technology (VIT-AP), Andhra Pradesh",https://unstop.com/hackathons/sheradil-code4change-vellore-institute-of-technology-vit-ap-andhra-pradesh-1458831,2025-04-05T09:00:00+05:30,hackathons,recent,205,N/A,31727,"Coding Challenge, Hackathon, Engineering Students, Undergraduate, Postgraduate","Coding Challenge, Hackathon, Engineering Students, Undergraduate, Postgraduate",offline
Neon Mirage: Cyberpunk AR Filter (AR/VR),"Indira Gandhi Delhi Technical University for Women (IGDTUW), Delhi",https://unstop.com/hackathons/neon-mirage-cyberpunk-ar-filter-arvr-devcation25-gdg-on-campus-igdtuw-igdtuw-delhi-1458783,2025-04-04T00:00:00+05:30,hackathons,recent,70,N/A,38035,"Coding Challenge, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate","Coding Challenge, Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate",online
HackDucs,"Department of Computer Science, University of Delhi",https://unstop.com/hackathons/hackducs-department-of-computer-science-university-of-delhi-1458579,2025-04-04T00:00:00+05:30,hackathons,recent,417,N/A,40226,"Hackathon, Coding Challenge, Data Science, Presentation, Engineering Students, MBA Students, Undergraduate, Postgraduate","Hackathon, Coding Challenge, Data Science, Presentation, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
Gemini ReVamp: Code & Create (Web Development),"Indira Gandhi Delhi Technical University for Women (IGDTUW), Delhi",https://unstop.com/hackathons/gemini-revamp-code-create-web-development-devcation25-gdg-on-campus-igdtuw-igdtuw-delhi-1457824,2025-04-04T00:00:00+05:30,hackathons,recent,371,N/A,43072,"Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate, Hackathon","Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate, Hackathon",online
HackQuest'25,"United Institute Of Technology, Allahabad",https://unstop.com/hackathons/offline-innovation-hackquest-united-institute-of-technology-allahabad-1457672,2025-04-03T00:00:00+05:30,hackathons,recent,135,N/A,38339,"Engineering Students, MBA Students, Undergraduate, Postgraduate, Hackathon, Startup fair, Robotics, Coding Challenge, Workshops","Engineering Students, MBA Students, Undergraduate, Postgraduate, Hackathon, Startup fair, Robotics, Coding Challenge, Workshops",offline
AGTechathon 1.0 2k25,"A. G. Patil Institute of Technology, Solapur",https://unstop.com/hackathons/agtechathon-10-2k25-a-g-patil-institute-of-technology-solapur-1489400,2025-06-03T12:30:00+05:30,hackathons,expired,118,N/A,32367,"Coding Challenge, Hackathon, Engineering Students, MBA Students, Postgraduate, Undergraduate","Coding Challenge, Hackathon, Engineering Students, MBA Students, Postgraduate, Undergraduate",offline
Join the 10-Minute Daily Learning Challenge on GuideUs!,GuideUs,https://unstop.com/hackathons/join-the-10-minute-daily-learning-challenge-on-guideus-guideus-1494770,2025-06-03T00:00:00+05:30,hackathons,expired,195,N/A,33054,"Coding Challenge, All","Coding Challenge, All",online
FrontendX,CertifyO,https://unstop.com/hackathons/frontendx-certifyo-1492950,2025-06-02T00:00:00+05:30,hackathons,expired,78,N/A,33713,"Coding Challenge, Hackathon, All","Coding Challenge, Hackathon, All",online
Ctrl+Alt+Compete Hackathon,"R.V. College of Engineering (RVCE), Bangalore",https://unstop.com/hackathons/ctrlaltcompete-hackathon-rv-college-of-engineering-rvce-bangalore-1487107,2025-05-29T00:00:00+05:30,hackathons,expired,402,N/A,34674,"Awards, Data Science, Data Analytics, Hackathon, Robotics, Engineering Students, Undergraduate","Awards, Data Science, Data Analytics, Hackathon, Robotics, Engineering Students, Undergraduate",online
InnovWar Hackathon,"GN Group of Institutes, Greater Noida, Uttar Pradesh",https://unstop.com/hackathons/innovwar-hackathon-gn-group-of-institutes-greater-noida-uttar-pradesh-1487033,2025-05-29T00:00:00+05:30,hackathons,expired,1154,N/A,67849,"Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate","Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate",online
Chat JPG,"Institute of Engineering & Management, Kolkata",https://unstop.com/hackathons/chat-jpg-bengal-e-summit-2025-institute-of-engineering-management-kolkata-1484489,2025-05-24T00:00:00+05:30,hackathons,expired,34,N/A,59303,"Engineering Students, MBA Students, Undergraduate, Postgraduate, Designing","Engineering Students, MBA Students, Undergraduate, Postgraduate, Designing",offline
Fullstack.AI Force,CertifyO,https://unstop.com/hackathons/fullstackai-force-certifyo-1485548,2025-05-27T00:00:00+05:30,hackathons,expired,90,N/A,39789,"Hackathon, Coding Challenge, Case Study, All","Hackathon, Coding Challenge, Case Study, All",online
EcoHack: Ctrl+Alt+Sustain,"Veer Surendra Sai University of Technology (VSSUT), Odisha",https://unstop.com/hackathons/ecohack-ctrlaltsustain-ieee-seed-2025-veer-surendra-sai-university-of-technology-vssut-odisha-1485513,2025-05-27T20:30:00+05:30,hackathons,expired,311,N/A,45878,"Hackathon, Engineering Students, Undergraduate","Hackathon, Engineering Students, Undergraduate",online
Hack The Haze,Brainfog Ageny LLP,https://unstop.com/hackathons/hack-the-haze-brainfog-ageny-llp-1483899,2025-05-23T00:00:00+05:30,N/A,expired,326,N/A,42040,"All, Case Study, Hackathon, Coding Challenge, Data Analytics, Data Science","All, Case Study, Hackathon, Coding Challenge, Data Analytics, Data Science",online
Nirvana - 60-day Hackathon + Innovation Program,Brudite Private Limited,https://unstop.com/hackathons/nirvana-60-day-hackathon-innovation-program-brudite-private-limited-1483926,2025-05-23T00:00:00+05:30,hackathons,expired,614,N/A,63317,"Coding Challenge, Others, Engineering Students, Postgraduate, Undergraduate","Coding Challenge, Others, Engineering Students, Postgraduate, Undergraduate",offline
Reflux,"Vellore Institute of Technology, Bhopal",https://unstop.com/hackathons/reflux-vellore-institute-of-technology-bhopal-1482156,2025-05-20T00:00:00+05:30,hackathons,expired,194,N/A,52548,"Engineering Students, MBA Students, Undergraduate, Postgraduate, Hackathon, College Festival, Conference","Engineering Students, MBA Students, Undergraduate, Postgraduate, Hackathon, College Festival, Conference",online
Frontend.AI (Frontend + AI Hackathon),CertifyO,https://unstop.com/hackathons/frontendai-frontend-ai-hackathon-certifyo-1482556,2025-05-19T00:00:00+05:30,N/A,expired,168,N/A,42920,"All, Hackathon, Coding Challenge, Case Study, Article Writing","All, Hackathon, Coding Challenge, Case Study, Article Writing",online
Cyberयज्ञ,International College For Security Studies,https://unstop.com/hackathons/cyberyagya-international-college-for-security-studies-1482449,2025-05-19T00:00:00+05:30,hackathons,expired,896,N/A,73021,"Hackathon, All","Hackathon, All",offline
Flipr Web Development Hackathon,Flipr Innovation Labs,https://unstop.com/hackathons/flipr-hackathon-272-fullstack-web-development-flipr-innovation-labs-1481852,2025-05-19T00:00:00+05:30,hackathons,expired,67,N/A,38538,"All, Coding Challenge","All, Coding Challenge",online
Flipr Generative AI Hackathon,Flipr Innovation Labs,https://unstop.com/hackathons/flipr-hackathon-271-generative-ai-flipr-innovation-labs-1481845,2025-05-19T00:00:00+05:30,hackathons,expired,64,N/A,46855,"All, Coding Challenge","All, Coding Challenge",online
Indias Biggest Generative AI Buildathon 2.0,100x Engineers,https://unstop.com/hackathons/indias-biggest-generative-ai-buildathon-20-100x-engineers-1479586,2025-05-15T00:00:00+05:30,hackathons,expired,54,N/A,19097,"Coding Challenge, Hackathon, Entrepreneurship, Designing, Workshops, Fresher, Experienced Professionals","Coding Challenge, Hackathon, Entrepreneurship, Designing, Workshops, Fresher, Experienced Professionals",offline
Frontend.AI — A Frontend + AI Hackathon,CertifyO,https://unstop.com/hackathons/frontendai-a-frontend-ai-hackathon-certifyo-1481368,2025-05-19T00:00:00+05:30,N/A,expired,13,N/A,12443,"Hackathon, Coding Challenge, Case Study, Article Writing, Engineering Students, MBA Students, Undergraduate, Postgraduate, Fresher, Experienced Professionals","Hackathon, Coding Challenge, Case Study, Article Writing, Engineering Students, MBA Students, Undergraduate, Postgraduate, Fresher, Experienced Professionals",online
Hackathon 2k25,St. Joseph College of Engineering,https://unstop.com/hackathons/hackathon-2k25-st-joseph-college-of-engineering-1474162,2025-05-05T00:00:00+05:30,N/A,expired,154,N/A,66057,"Hackathon, All","Hackathon, All",offline
Sankalp 101 - 24-Hour Virtual 2D Hackathon,TrishulX Community,https://unstop.com/hackathons/sankalp-101-24-hour-virtual-2d-hackathon-trishulx-community-1479276,2025-05-14T00:00:00+05:30,hackathons,expired,1399,N/A,84873,"Engineering Students, MBA Students, Undergraduate, Postgraduate, Hackathon, Coding Challenge, Presentation","Engineering Students, MBA Students, Undergraduate, Postgraduate, Hackathon, Coding Challenge, Presentation",online
Field Fusion Hack,"R. V. College of Engineering, Bengaluru, Karnataka",https://unstop.com/hackathons/field-fusion-hack-r-v-college-of-engineering-bengaluru-karnataka-1480810,2025-05-17T00:00:00+05:30,hackathons,expired,710,N/A,78999,"College Festival, Business Plan, Hackathon, Coding Challenge, Awards, All","College Festival, Business Plan, Hackathon, Coding Challenge, Awards, All",offline
HackingFlix 10x Design Hackathon,HackingFlix,https://unstop.com/hackathons/hackingflix-10x-design-hackathon-hackingflix-1480086,2025-05-17T13:47:58+05:30,hackathons,expired,724,N/A,54977,"Designing, Hackathon, Entrepreneurship, Business Plan, All","Designing, Hackathon, Entrepreneurship, Business Plan, All",online
Hack-4-Mini 2.0,"CMR Technical Campus (CMRCTC), Telangana",https://unstop.com/hackathons/hack-4-mini-20-cmr-technical-campus-cmrctc-telangana-1477021,2025-05-10T00:00:00+05:30,hackathons,expired,1458,N/A,39408,"Engineering Students, MBA Students, Undergraduate, Postgraduate, Fresher, Coding Challenge, Entrepreneurship, Hackathon, Online Quiz, Presentation","Engineering Students, MBA Students, Undergraduate, Postgraduate, Fresher, Coding Challenge, Entrepreneurship, Hackathon, Online Quiz, Presentation",online
Hack The Haze,Brainfog Ageny LLP,https://unstop.com/hackathons/hack-the-haze-brainfog-ageny-llp-1478920,2025-05-16T00:00:53+05:30,hackathons,expired,168,N/A,13138,"All, Hackathon, Case Study, Coding Challenge","All, Hackathon, Case Study, Coding Challenge",online
Central India Hackathon 2.0,"Suryodaya College of Engineering & Technology, Nagpur",https://unstop.com/hackathons/central-india-hackathon-20-suryodaya-college-of-engineering-technology-nagpur-1478455,2025-05-14T00:00:00+05:30,hackathons,expired,2059,N/A,61677,"Engineering Students, MBA Students, Undergraduate, Postgraduate, Fresher, Experienced Professionals, Hackathon, Coding Challenge, Entrepreneurship","Engineering Students, MBA Students, Undergraduate, Postgraduate, Fresher, Experienced Professionals, Hackathon, Coding Challenge, Entrepreneurship",offline
Inceptia Hackathon,"Pimpri Chinchwad College Of Engineering & Research (PCCOE &R), Pimpri-Chinchwad, Pune",https://unstop.com/hackathons/inceptia-hackathon-pimpri-chinchwad-college-of-engineering-research-pccoe-r-pimpri-chinchwad-pune-1479480,2025-05-15T00:00:00+05:30,hackathons,expired,1680,N/A,97613,"Engineering Students, MBA Students, Undergraduate, Postgraduate, Presentation, Hackathon, Coding Challenge","Engineering Students, MBA Students, Undergraduate, Postgraduate, Presentation, Hackathon, Coding Challenge",offline
RealSolve 1.0 – Build Solutions That Matter,Design Mix Studio,https://unstop.com/hackathons/realsolve-10-build-solutions-that-matter-design-mix-studio-1479465,2025-05-15T00:00:00+05:30,hackathons,expired,54,N/A,22449,"Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate, Fresher, Experienced Professionals","Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate, Fresher, Experienced Professionals",online
CodeNCompete,State Institute of engineering and technology Nilokheri,https://unstop.com/hackathons/codencompete-state-institute-of-engineering-and-technology-nilokheri-1479047,2025-05-14T00:00:00+05:30,hackathons,expired,70,N/A,9706,"Coding Challenge, All","Coding Challenge, All",online
IndiaStox Investment Research Hackathon,Indiastox,https://unstop.com/hackathons/indiastox-investment-research-hackathon-indiastox-1469700,2025-05-09T09:30:00+05:30,hackathons,expired,379,N/A,43451,"Case Study, Finance, Hackathon, Online Trading, Presentation, Engineering Students, MBA Students, Undergraduate, Postgraduate, Fresher, Experienced Professionals","Case Study, Finance, Hackathon, Online Trading, Presentation, Engineering Students, MBA Students, Undergraduate, Postgraduate, Fresher, Experienced Professionals",online
Design-A-Thon,"R.V. College of Engineering (RVCE), Bangalore",https://unstop.com/hackathons/design-a-thon-rv-college-of-engineering-rvce-bangalore-1477168,2025-05-10T00:00:00+05:30,hackathons,expired,18,N/A,25128,"Engineering Students, Undergraduate, Designing, Hackathon, Presentation","Engineering Students, Undergraduate, Designing, Hackathon, Presentation",online
T20 DSA Challenge,AlgoUniversity,https://unstop.com/hackathons/t20-dsa-challenge-algouniversity-1478586,2025-05-13T00:00:00+05:30,hackathons,expired,997,N/A,56699,"All, Coding Challenge","All, Coding Challenge",online
Hack the Haze,Brainfog Ageny LLP,https://unstop.com/hackathons/hack-the-haze-brainfog-ageny-llp-1477681,2025-05-12T00:00:00+05:30,hackathons,expired,101,N/A,24878,"All, Coding Challenge, Hackathon","All, Coding Challenge, Hackathon",online
Hackmern.Ai ( Mern + Ai),CertifyO,https://unstop.com/hackathons/hackmernai-mern-ai-certifyo-1477604,2025-05-11T00:00:00+05:30,hackathons,expired,131,N/A,41953,"Hackathon, Coding Challenge, Case Study, Business Plan, Engineering Students, MBA Students, Undergraduate, Postgraduate","Hackathon, Coding Challenge, Case Study, Business Plan, Engineering Students, MBA Students, Undergraduate, Postgraduate",online
Buildverse,Scaler School of Technology,https://unstop.com/hackathons/buildverse-scaler-school-of-technology-1476653,2025-05-09T00:00:00+05:30,hackathons,expired,1939,N/A,61660,"Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate","Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
Navikshaa DevBattleground,Navikshaa,https://unstop.com/hackathons/navikshaa-devbattleground-navikshaa-1476395,2025-05-09T00:00:00+05:30,hackathons,expired,1011,N/A,49567,"Hackathon, Coding Challenge, Designing, Data Analytics, Data Science, All","Hackathon, Coding Challenge, Designing, Data Analytics, Data Science, All",online
InnoV8rix & Hacksummit' 25 : A 3 Days Tech Fest & 24 Hours Hackathon.,"P A College of Engineering (PACOE), Mangalore",https://unstop.com/hackathons/innov8rix-hacksummit-25-a-3-days-tech-fest-24-hours-hackathon-p-a-college-of-engineering-pacoe-mangalore-1475914,2025-05-08T00:00:00+05:30,hackathons,expired,46,N/A,14524,"Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate, Fresher, Experienced Professionals","Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate, Fresher, Experienced Professionals",offline
Hackzilla - 24 Hour Hackathon,"Indian Institute of Information Technology (IIIT), Sonepat",https://unstop.com/hackathons/hackza-24-hour-hackathon-indian-institute-of-information-technology-iiit-sonepat-1475492,2025-05-07T00:00:00+05:30,hackathons,expired,1130,N/A,61036,"Hackathon, Coding Challenge, Strategy, Engineering Students, Undergraduate","Hackathon, Coding Challenge, Strategy, Engineering Students, Undergraduate",offline
Cryptic Hunt,Galgotias College Of Engineering & Technology,https://unstop.com/hackathons/cryptic-hunt-galgotias-college-of-engineering-technology-1475440,2025-05-07T00:00:00+05:30,hackathons,expired,52,N/A,14533,"Treasure Hunt, Coding Challenge, College Festival, Engineering Students, MBA Students, Undergraduate, Postgraduate","Treasure Hunt, Coding Challenge, College Festival, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
The Matrix Protocol - AI Hackathon,LenDenClub,https://unstop.com/hackathons/the-matrix-protocol-ai-hackathon-lendenclub-1475320,2025-05-07T00:00:00+05:30,hackathons,expired,1767,N/A,50289,"Data Analytics, Engineering Students, MBA Students, Undergraduate, Postgraduate, Experienced Professionals, Coding Challenge, Data Science, Finance, Hackathon","Data Analytics, Engineering Students, MBA Students, Undergraduate, Postgraduate, Experienced Professionals, Coding Challenge, Data Science, Finance, Hackathon",offline
Piet NextGen,"Panipat Institute of Engineering & Technology, Panipat",https://unstop.com/hackathons/piet-nextgen-panipat-institute-of-engineering-technology-panipat-1474869,2025-05-06T00:00:00+05:30,hackathons,expired,120,N/A,32800,"All, Case Study, Coding Challenge","All, Case Study, Coding Challenge",offline
Hackcelerate,Muffakham Jah College of Engineering & Technology,https://unstop.com/hackathons/hackcelerate-muffakham-jah-college-of-engineering-technology-1474972,2025-05-06T00:00:00+05:30,hackathons,expired,427,N/A,33160,"Engineering Students, MBA Students, Undergraduate, Postgraduate, Business Plan, Entrepreneurship, Hackathon, Coding Challenge","Engineering Students, MBA Students, Undergraduate, Postgraduate, Business Plan, Entrepreneurship, Hackathon, Coding Challenge",online
JJK Hackathon 2025 - Unleash Your Cursed Technique!,"IIMT University (IIMTU), Meerut, Uttar Pradesh",https://unstop.com/hackathons/jjk-hackathon-2025-unleash-your-cursed-technique-iimt-university-iimtu-meerut-uttar-pradesh-1474119,2025-05-05T00:00:00+05:30,hackathons,expired,877,N/A,69028,"Engineering Students, MBA Students, Undergraduate, Postgraduate, Coding Challenge, Hackathon","Engineering Students, MBA Students, Undergraduate, Postgraduate, Coding Challenge, Hackathon",offline
Code-A-Thon 2nd Year,RR institute of modern technology lucknow,https://unstop.com/hackathons/code-a-thon-2nd-year-rr-institute-of-modern-technology-lucknow-1473646,2025-05-03T00:00:00+05:30,hackathons,expired,298,N/A,8309,"Engineering Students, Undergraduate, Postgraduate, Camps","Engineering Students, Undergraduate, Postgraduate, Camps",online
Code-A-Thon,RR Institute of Modern Technology,https://unstop.com/hackathons/code-a-thon-rr-institute-of-modern-technology-1473689,2025-05-03T00:00:00+05:30,hackathons,expired,107,N/A,7636,"Engineering Students, Undergraduate, Postgraduate, Camps","Engineering Students, Undergraduate, Postgraduate, Camps",online
VibeCoder ( AI + Coding),CertifyO,https://unstop.com/hackathons/vibecoder-ai-coding-certifyo-1473843,2025-05-04T00:00:00+05:30,N/A,expired,81,N/A,31258,"Coding Challenge, Hackathon, Data Science, Engineering Students, MBA Students, Undergraduate, Postgraduate","Coding Challenge, Hackathon, Data Science, Engineering Students, MBA Students, Undergraduate, Postgraduate",online
Synaphack 3.0: Building the Future of Food with Web3,College Crave,https://unstop.com/hackathons/synaphack-30-building-the-future-of-food-with-web3-college-crave-1473853,2025-05-04T00:00:00+05:30,hackathons,expired,407,N/A,92830,"Hackathon, Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate","Hackathon, Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
SJIM Healthcare Hackathon,St.Joseph's Institute Of Management,https://unstop.com/hackathons/sjim-healthcare-hackathon-stjosephs-institute-of-management-1473688,2025-05-03T00:00:00+05:30,hackathons,expired,1588,N/A,61585,"Hackathon, Business Plan, Case Study, All","Hackathon, Business Plan, Case Study, All",online
AgentX: The Uptiq AI Challenge,Uptiq Inc,https://unstop.com/hackathons/agentx-the-uptiq-ai-challenge-uptiq-inc-1471065,2025-04-29T00:00:00+05:30,hackathons,expired,561,N/A,21360,"Engineering Students, MBA Students, Undergraduate, Postgraduate, Fresher, Experienced Professionals, Hackathon, Business Plan, Case Study, Entrepreneurship, Panel Discussion","Engineering Students, MBA Students, Undergraduate, Postgraduate, Fresher, Experienced Professionals, Hackathon, Business Plan, Case Study, Entrepreneurship, Panel Discussion",online
Galgotias International Hackathon 2.0,"Galgotias College of Engineering & Technology (GCET), Greater Noida",https://unstop.com/hackathons/galgotias-international-hackathon-20-galgotias-college-of-engineering-technology-gcet-greater-noida-1472431,2025-04-30T00:00:00+05:30,hackathons,expired,2083,N/A,68224,"Engineering Students, MBA Students, Undergraduate, Postgraduate, Hackathon, Coding Challenge, College Festival, Presentation","Engineering Students, MBA Students, Undergraduate, Postgraduate, Hackathon, Coding Challenge, College Festival, Presentation",online
Innovate & Inspire-Season 12,K. Ramakrishnan College of Engineering ,https://unstop.com/hackathons/innovate-inspire-season-12-k-ramakrishnan-college-of-engineering-1472934,2025-05-01T19:33:09+05:30,hackathons,expired,544,N/A,73374,"Coding Challenge, All","Coding Challenge, All",online
HackSRIT,Shri Ram Group of Institutions Jabalpur,https://unstop.com/hackathons/hacksrit-shri-ram-group-of-institutions-jabalpur-1471613,2025-04-29T00:00:00+05:30,hackathons,expired,1166,N/A,61144,"Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate","Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
Hack The Box,"I.T.S Engineering College (ITSEC), Greater Noida",https://unstop.com/hackathons/hack-the-box-techtrix-2025-its-engineering-college-itsec-greater-noida-1470814,2025-04-25T13:00:00+05:30,hackathons,expired,230,N/A,43234,"Engineering Students, Postgraduate, Undergraduate, Coding Challenge, College Festival, Entrepreneurship","Engineering Students, Postgraduate, Undergraduate, Coding Challenge, College Festival, Entrepreneurship",offline
Cyber Etymology,"BGS College of Engineering and Technology, Bengaluru, Karnataka",https://unstop.com/hackathons/cyber-etymology-samvit-bgs-college-of-engineering-and-technology-bengaluru-karnataka-1471319,2025-04-29T00:00:00+05:30,hackathons,expired,50,N/A,31176,"All, Dance","All, Dance",offline
CSS Battle,"BGS College of Engineering and Technology, Bengaluru, Karnataka",https://unstop.com/hackathons/css-battle-bgs-college-of-engineering-and-technology-bengaluru-karnataka-1471303,2025-04-29T00:00:00+05:30,hackathons,expired,86,N/A,28980,"Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate","Coding Challenge, Engineering Students, MBA Students, Undergraduate, Postgraduate",offline
Inventus Innovation Challenge,Aetervia,https://unstop.com/hackathons/inventus-innovation-challenge-aetervia-1463345,2025-04-13T00:00:00+05:30,hackathons,expired,131,N/A,35788,"Hackathon, Business Plan, Entrepreneurship, Robotics, Others, Engineering Students, Undergraduate","Hackathon, Business Plan, Entrepreneurship, Robotics, Others, Engineering Students, Undergraduate",online
Gmocs - CodeRush,"Madanapalle Institute of Technology and Science (MITS), Madanapalle, Andhra Pradesh",https://unstop.com/hackathons/gmocs-coderush-madanapalle-institute-of-technology-and-science-mits-madanapalle-andhra-pradesh-1470799,2025-04-28T00:00:00+05:30,hackathons,expired,211,N/A,20268,"All, Coding Challenge","All, Coding Challenge",online
Hack The Issue,"I.T.S Engineering College (ITSEC), Greater Noida",https://unstop.com/hackathons/hack-the-issue-techtrix-2025-its-engineering-college-itsec-greater-noida-1469976,2025-04-25T13:00:00+05:30,hackathons,expired,51,N/A,18045,"Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate, Experienced Professionals","Hackathon, Engineering Students, MBA Students, Undergraduate, Postgraduate, Experienced Professionals",offline
AI at Freadom Edu,Freadom Edu Private Limited,https://unstop.com/hackathons/ai-at-freadom-edu-freadom-edu-private-limited-1470889,2025-04-28T00:00:00+05:30,hackathons,expired,38,N/A,8531,"Coding Challenge, Case Study, Hackathon, Engineering Students, Undergraduate","Coding Challenge, Case Study, Hackathon, Engineering Students, Undergraduate",online
CodeClash 2025 – The Battle of Algorithms,Lets Code Community,https://unstop.com/hackathons/codeclash-2025-the-battle-of-algorithms-lets-code-community-1470472,2025-04-27T00:00:00+05:30,hackathons,expired,5725,N/A,141442,"Coding Challenge, All","Coding Challenge, All",online
